U71;Ruling Cabinet - Start;Name;Start Year;End Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;X
1170001;Head of State;Blue Shadow;1933;1964;ML;Undistinguished Suit;Very High;unknown;X
1170002;Head of Government;Blue Shadow;1933;1964;ML;Undistinguished Suit;Very High;unknown;X
1170003;Foreign Minister;Blue Shadow;1933;1964;ML;Undistinguished Suit;Very High;unknown;X
1170004;Minister of Armament;Blue Shadow;1933;1964;ML;Undistinguished Suit;Very High;unknown;X
1170005;Minister of Security;Blue Shadow;1933;1964;ML;Undistinguished Suit;Very High;unknown;X
1170006;Head of Military Intelligence;Blue Shadow;1933;1964;ML;Undistinguished Suit;Very High;unknown;X
1170007;Chief of Staff;Blue Shadow;1933;1964;ML;Undistinguished Suit;Very High;unknown;X
1170008;Chief of Army;Blue Shadow;1933;1964;ML;Undistinguished Suit;Very High;unknown;X
1170009;Chief of Navy;Blue Shadow;1933;1964;ML;Undistinguished Suit;Very High;unknown;X
1170010;Chief of Air Force;Blue Shadow;1933;1964;ML;Undistinguished Suit;Very High;unknown;X
1170011;Head of State;Black Shadow;1933;1964;FA;Undistinguished Suit;Very High;unknown;X
1170012;Head of Government;Black Shadow;1933;1964;FA;Undistinguished Suit;Very High;unknown;X
1170013;Foreign Minister;Black Shadow;1933;1964;FA;Undistinguished Suit;Very High;unknown;X
1170014;Minister of Armament;Black Shadow;1933;1964;FA;Undistinguished Suit;Very High;unknown;X
1170015;Minister of Security;Black Shadow;1933;1964;FA;Undistinguished Suit;Very High;unknown;X
1170016;Head of Military Intelligence;Black Shadow;1933;1964;FA;Undistinguished Suit;Very High;unknown;X
1170017;Chief of Staff;Black Shadow;1933;1964;FA;Undistinguished Suit;Very High;unknown;X
1170018;Chief of Army;Black Shadow;1933;1964;FA;Undistinguished Suit;Very High;unknown;X
1170019;Chief of Navy;Black Shadow;1933;1964;FA;Undistinguished Suit;Very High;unknown;X
1170020;Chief of Air Force;Black Shadow;1933;1964;FA;Undistinguished Suit;Very High;unknown;X
1170021;Head of State;Red Shadow;1933;1964;LE;Undistinguished Suit;Very High;unknown;X
1170022;Head of Government;Red Shadow;1933;1964;LE;Undistinguished Suit;Very High;unknown;X
1170023;Foreign Minister;Red Shadow;1933;1964;LE;Undistinguished Suit;Very High;unknown;X
1170024;Minister of Armament;Red Shadow;1933;1964;LE;Undistinguished Suit;Very High;unknown;X
1170025;Minister of Security;Red Shadow;1933;1964;LE;Undistinguished Suit;Very High;unknown;X
1170026;Head of Military Intelligence;Red Shadow;1933;1964;LE;Undistinguished Suit;Very High;unknown;X
1170027;Chief of Staff;Red Shadow;1933;1964;LE;Undistinguished Suit;Very High;unknown;X
1170028;Chief of Army;Red Shadow;1933;1964;LE;Undistinguished Suit;Very High;unknown;X
1170029;Chief of Navy;Red Shadow;1933;1964;LE;Undistinguished Suit;Very High;unknown;X
1170030;Chief of Air Force;Red Shadow;1933;1964;LE;Undistinguished Suit;Very High;unknown;X
