Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;x
Abalan;830001;U03;1939;1990;1990;1990;3;3;128;0;0;5;0;L542000;1939;1960;x
Adeline;830002;U03;1942;1944;1990;1990;2;4;32;1;0;5;0;M540036;1942;1960;x
Albert;830003;U03;1941;1990;1990;1990;3;3;4096;0;0;5;2;L540031;1941;1960;x
Aphay;830004;U03;1938;1943;1990;1990;2;3;4;1;0;5;0;M540034;1938;1960;x
Baucheron de Boissoudy;830005;U03;1943;1990;1990;1990;3;3;2;0;0;5;0;L542001;1943;1960;x
Bernardino;830006;U03;1941;1990;1990;1990;3;4;256;0;0;5;0;L542003;1941;1960;x
Nguyen Van Hinh;830007;U03;1936;1952;2999;2999;3;5;0;0;0;5;2;7864;1936;1970;x
Boun;830008;U03;1930;1930;1990;1990;2;2;0;1;0;5;0;M540010;1930;1960;x
Brevie;830009;U03;1930;1930;1990;1990;2;3;16384;0;0;5;2;M542010;1930;1942;x
Brisdoux-Galloni d'Istria;830010;U03;1940;1990;1990;1990;3;3;0;0;0;5;2;L542048;1940;1960;x
Brossolette;830011;U03;1943;1990;1990;1990;3;2;1;0;0;5;0;M540023;1943;1960;x
Chavanac;830012;U03;1941;1990;1990;1990;3;3;64;0;0;5;0;L542004;1941;1960;x
Claude;830013;U03;1942;1990;1990;1990;3;3;256;0;0;5;0;L541002;1942;1960;x
Coquoin;830014;U03;1937;1990;1990;1990;3;3;128;0;0;5;0;L541003;1937;1943;x
d'Arbonnier;830015;U03;1938;1990;1990;1990;3;3;128;1;0;5;0;L540005;1938;1960;x
d'Hers;830016;U03;1940;1990;1990;1990;3;2;1;0;0;5;0;L542007;1940;1960;x
de Beauharne;830017;U03;1930;1930;1990;1990;2;4;514;1;0;5;0;M542008;1930;1940;x
de la Poype;830018;U03;1943;1990;1990;1990;3;3;32;0;0;5;0;L542008;1943;1960;x
de Maismont;830019;U03;1938;1990;1990;1990;3;2;0;0;0;5;1;M540042;1938;1944;x
de Montbron;830020;U03;1941;1990;1990;1990;3;3;8192;0;0;5;2;L542049;1941;1960;x
de Roussac Salcien;830021;U03;1930;1930;1990;1990;2;4;514;1;0;5;0;M541008;1930;1941;x
Jean Decoux;830022;U03;1930;1940;1990;1990;2;3;4;1;0;5;0;M542006;1930;1946;x
Fabrichet;830023;U03;1930;1990;1990;1990;3;4;514;1;0;5;0;L542011;1930;1946;x
Fevre;830024;U03;1937;1990;1990;1990;3;3;0;0;0;5;0;L540006;1937;1945;x
Fourcaud;830025;U03;1941;1990;1990;1990;3;4;5;0;0;5;0;L542012;1941;1960;x
Fournier de la Barre;830026;U03;1940;1990;1990;1990;3;4;129;1;0;5;0;L541005;1940;1960;x
Gauthier;830027;U03;1930;1930;1943;1990;2;3;258;1;0;5;0;M541007;1930;1960;x
Germain;830028;U03;1940;1990;1990;1990;3;3;4;0;0;5;0;L542013;1940;1960;x
Hasey;830029;U03;1943;1990;1990;1990;3;3;32;0;0;5;0;L542014;1943;1960;x
Lehle;830030;U03;1940;1943;1990;1990;2;4;256;1;0;5;0;M542037;1940;1960;x
Jacquier;830031;U03;1942;1990;1990;1990;3;3;4096;0;0;5;2;L541029;1942;1960;x
Jore;830032;U03;1930;1939;1940;1990;1;4;64;3;0;5;0;M542021;1930;1960;x
Laffon;830033;U03;1940;1990;1990;1990;3;4;128;0;0;5;0;M541048;1940;1960;x
le Cocq;830034;U03;1938;1990;1990;1990;3;4;256;0;0;5;0;L542019;1938;1945;x
le Coniac de la Longrays;830035;U03;1941;1943;1946;1990;2;5;5;3;0;5;0;L542020;1941;1960;x
Jean Decoux;830036;U03;1930;1939;1990;1990;3;5;4096;2;0;5;1;M542006;1930;1963;x
Le Lange;830037;U03;1942;1990;1990;1990;3;3;0;0;0;5;2;M542054;1942;1960;x
Le Quan;830038;U03;1938;1944;1990;1990;2;3;8192;1;0;5;1;M542042;1938;1960;x
Le Van Kim;830039;U03;1944;1990;1990;1990;3;2;1;0;0;5;0;L542022;1944;1960;x
Le Vouch;830040;U03;1930;1990;1990;1990;3;3;0;0;0;5;1;L542042;1930;1960;x
Livry-Level;830041;U03;1940;1944;1990;1990;2;4;4;2;0;5;0;L542023;1940;1960;x
Magne;830042;U03;1938;1944;1990;1990;2;4;64;1;0;5;0;L542024;1938;1960;x
Mairet;830043;U03;1942;1990;1990;1990;3;4;256;0;0;5;0;M540030;1942;1960;x
Muracciole;830044;FRA;1940;1990;1990;1990;3;4;16;0;0;5;0;M540026;1940;1960;x
Noireau;830045;U03;1940;1990;1990;1990;3;4;272;1;0;5;0;L541011;1940;1960;x
Norodom Sihanouk;830046;U03;1942;1942;1990;1990;2;2;32768;0;0;5;2;M541058;1942;1960;x
Oliver;830047;U03;1939;1990;1990;1990;3;3;96;1;0;5;0;L541012;1939;1945;x
Pasquier;830048;U03;1921;1930;1930;1990;1;3;4608;1;0;5;1;M542009;1921;1934;x
Patou;830049;U03;1939;1943;1990;1990;2;4;4096;1;0;5;1;M541053;1939;1960;x
Pelissier;830050;U03;1930;1990;1990;1990;3;4;1;0;0;5;0;L542030;1930;1944;x
Perceval;830051;U03;1941;1990;1990;1990;3;4;256;0;0;5;0;L540012;1941;1960;x
Phanmong;830052;U03;1940;1990;1990;1990;3;3;17;0;0;5;0;L540013;1940;1960;x
Phetsarat;830053;U03;1938;1941;1990;1990;2;3;2;1;0;5;0;M540008;1938;1947;x
Phichith;830054;U03;1945;1990;1990;1990;3;2;0;0;0;5;0;M540035;1945;1960;x
Pompei;830055;U03;1941;1990;1990;1990;3;3;0;0;0;5;2;L542053;1941;1960;x
Robin;830056;U03;1914;1930;1990;1990;2;3;2;0;0;5;0;M542002;1914;1936;x
Roques;830057;U03;1930;1930;1930;1990;1;3;514;1;0;5;0;M540007;1930;1942;x
Sasorith;830058;U03;1941;1990;1990;1990;3;2;4096;0;0;5;2;L540021;1941;1960;x
Simonet;830059;U03;1942;1990;1990;1990;3;3;32768;0;0;5;2;L542054;1942;1960;x
Sinaud;830060;U03;1940;1990;1990;1990;3;3;4;0;0;5;0;M540033;1940;1960;x
Soufflet;830061;U03;1939;1990;1990;1990;3;3;131072;1;0;5;2;M541057;1939;1960;x
Souphanou;830062;U03;1939;1990;1990;1990;3;2;0;0;0;5;1;M540041;1939;1960;x
Souvanna;830063;U03;1930;1944;1990;1990;2;2;0;1;0;5;1;M540009;1938;1960;x
Thibeaudeau;830064;U03;1930;1930;1990;1990;2;3;1024;1;0;5;1;M541002;1930;1943;x
Trigaud;830065;U03;1940;1990;1990;1990;3;3;16384;0;0;5;2;M541056;1940;1960;x
Trolley de Prevaux;830066;U03;1930;1943;1990;1990;2;3;4096;1;0;5;1;M541052;1930;1960;x
Valentin;830067;U03;1942;1990;1990;1990;3;3;4096;0;0;5;2;L541033;1942;1960;x
Adolphe Vezinet;830068;U03;1945;1943;1990;1990;2;4;128;1;0;5;0;L540026;1945;1967;x
Vigneux;830069;U03;1940;1990;1990;1990;3;3;128;0;0;5;0;L542033;1940;1960;x
Jean-Marie Querville;830070;U03;1939;1948;1956;1990;3;5;1024;0;0;5;1;7865;1939;1964;x
Paul Ortoli;830071;U03;1949;1990;1990;1990;2;5;4096;2;0;5;1;L24228;1949;1964;x
Gilbert Parazols;830072;U03;1945;1990;1990;1990;2;3;0;0;0;5;0;7866;1945;1951;x
Michel Roudier;830073;U03;1945;1963;1990;1990;3;3;135168;0;0;5;2;7867;1945;1963;x
Louis Dio;830074;U03;1951;1990;1990;1990;2;4;128;0;0;5;0;7868;1951;1969;x
George Cabanier;830075;U03;1954;1990;1990;1990;1;7;8192;2;0;5;1;L24227;1954;1970;x
Antoine Exelmans;830076;U03;1914;1917;1990;1990;3;4;512;0;0;5;1;unknown;1914;1927;x
Georges Thierry d'Argenlieu;830077;U03;1945;1990;1946;1990;1;5;0;3;0;5;1;L24173;1945;1955;x
Francois Jaubert;830078;U03;1935;1940;1990;1990;3;5;8192;0;0;5;1;7869;1935;1946;x
Marcel Carpentier;830079;U03;1949;1990;1990;1990;1;3;512;0;0;5;0;7875;1949;1970;x
Georges Catroux;830080;U03;1939;1941;1990;1990;3;6;0;0;0;5;0;L24029;1939;1964;x
Pierre Pouyade;830081;U03;1940;1990;1990;1990;3;5;4096;0;0;5;2;7870;1940;1970;x
Paul Legentilhomme;830082;U03;1914;1941;1943;1990;3;7;256;0;0;5;0;L24108;1914;1937;x
Jean de Lattre de Tassigny;830083;U03;1950;1990;1990;1990;0;8;16;4;0;5;0;M2047;1950;1952;x
Olivier Massart;830084;U03;1953;1990;1990;1990;2;5;0;0;0;5;2;7871;1953;1964;x
Raymond Appert;830085;U03;1945;1958;1990;1990;3;3;0;0;0;5;0;7872;1945;1962;x
Edgard de Larminat;830086;U03;1928;1955;1990;1990;3;4;0;0;0;5;0;7873;1928;1956;x
Joost van Vollenhoven;830087;U03;1914;1990;1990;1990;3;4;0;0;0;5;0;6894;1914;1918;x
Jules Maurice Gourbeil;830088;U03;1914;1990;1990;1990;3;3;0;0;0;5;0;unknown;1914;1921;x
Camille Sabattier;830090;U03;1936;1990;1990;1990;3;4;0;0;0;5;0;L380031;1936;1955;x
Rene Cogny;830092;U03;1945;1990;1990;1990;3;5;0;0;0;5;0;unknown;1945;1955;x
Maurice Joseph La Gallen;830093;U03;1914;1990;1990;1990;3;3;0;0;0;5;0;unknown;1914;1945;x
Maurice Cognacq;830094;U03;1914;1990;1990;1990;3;3;0;0;0;5;0;unknown;1914;1926;x
Christian de Castries;830095;U03;1946;1954;1990;1990;3;4;0;0;0;5;0;7876;1946;1959;x
Francois Marius Baudoin;830096;U03;1914;1990;1990;1990;3;2;0;0;0;5;0;unknown;1914;1923;x
Leon Destenay;830097;U03;1914;1990;1990;1990;3;3;0;0;0;5;0;unknown;1914;1915;x
Maurice Monguillot;830098;U03;1914;1990;1990;1990;3;3;0;0;0;5;0;unknown;1914;1928;x
Albert Louis Marie Huguet;830099;U03;1914;1990;1990;1990;3;5;0;0;0;5;1;unknown;1914;1916;x
Leon-Georges-Gustave Lombard;830100;U03;1914;1921;1990;1990;3;4;0;0;0;5;0;unknown;1914;1932;x
Sisowath;830101;U03;1914;1990;1990;1990;0;1;512;0;0;5;0;7877;1914;1927;x
Sisowath Monivong;830102;U03;1914;1990;1990;1990;3;1;512;0;0;5;0;7878;1914;1941;x
Sasiavong;830103;U03;1914;1990;1990;1990;0;2;512;0;0;5;0;M540001;1914;1959;x
Joseph Emmanuel Henri Frochot;830104;U03;1923;1927;1990;1990;3;5;0;0;0;5;1;7939;1923;1929;x
Ngo Dinh Kha;830105;U03;1914;1990;1990;1990;1;2;512;0;0;5;0;7879;1914;1925;x
Ngo Dinh Khoi;830106;U03;1914;1930;1990;1990;3;2;0;0;0;5;0;unknown;1914;1945;x
Khai Dinh;830107;U03;1914;1990;1990;1990;0;1;512;0;0;5;0;7880;1914;1925;x
Bao Dai;830108;U03;1925;1990;1990;1990;0;1;512;0;0;5;0;L542002;1925;1945;x
Hoang Cao Khai;830109;U03;1914;1990;1990;1990;1;2;528;0;0;5;0;7881;1914;1933;x
Georges Ayme;830110;U03;1939;1942;1990;1990;3;3;0;0;0;5;0;unknown;1939;1950;x
Marcel Alessandri;830111;U03;1939;1990;1990;1990;3;5;0;0;0;5;0;unknown;1939;1955;x
Gustave Bernard;830112;U03;1942;1990;1990;1990;3;3;0;0;0;5;0;unknown;1942;1960;x
Gaston Billotte;830113;U03;1930;1930;1990;1990;1;3;512;0;0;5;0;7882;1930;1940;x
Roger Blaizot;830114;U03;1944;1944;1990;1990;3;3;0;0;0;5;0;7883;1944;1960;x
Paul Bondis;830115;U03;1951;1990;1990;1990;2;4;0;0;0;5;0;unknown;1951;1955;x
Etienne Bonnet;830116;U03;1930;1990;1990;1990;3;3;0;0;0;5;0;unknown;1930;1940;x
Joseph Bourely;830117;U03;1938;1990;1990;1990;3;3;64;0;0;5;0;unknown;1938;1960;x
Jules Antoine Buhrer;830118;U03;1935;1990;1990;1990;1;4;512;0;0;5;0;unknown;1935;1941;x
Henri Joseph Cazin;830119;U03;1938;1990;1990;1990;3;3;0;0;0;5;0;unknown;1938;1960;x
Jean Charbonneau;830120;U03;1938;1990;1990;1990;3;3;0;0;0;5;0;unknown;1938;1960;x
Leon Copin;830121;U03;1936;1990;1990;1990;3;3;513;0;0;5;0;unknown;1936;1960;x
Hermann Delsuc;830122;U03;1940;1990;1990;1990;3;3;0;0;0;5;0;unknown;1940;1960;x
Jean Derendinger;830123;U03;1938;1990;1990;1990;3;3;0;0;0;5;0;unknown;1938;1941;x
Marcel Deslaurens;830124;U03;1937;1990;1990;1990;3;3;0;0;0;5;0;7884;1937;1940;x
Paul Ely;830125;U03;1954;1990;1990;1990;1;5;4;2;0;5;0;L24069;1954;1960;x
Fernand Gaucher;830126;U03;1938;1990;1990;1990;3;3;0;0;0;5;0;unknown;1938;1948;x
Girot de Langlade;830127;U03;1953;1990;1990;1990;3;4;128;0;0;5;0;L24085;1953;1960;x
Gonzalez de Linares;830128;U03;1951;1990;1990;1990;2;5;4;3;0;5;0;L24088;1951;1955;x
Marie Goudouneix;830129;U03;1938;1990;1990;1990;3;3;0;0;0;5;0;unknown;1938;1960;x
Francois Heckenroth;830130;U03;1938;1990;1990;1990;3;3;0;0;0;5;0;unknown;1938;1959;x
Louis Kahn;830131;U03;1935;1941;1990;1990;3;5;0;2;0;5;1;L24163;1935;1960;x
Emile Lemonnier;830132;U03;1942;1990;1990;1990;3;5;0;0;0;5;0;7885;1942;1945;x
Joseph Legendre;830133;U03;1932;1940;1990;1990;3;4;64;0;0;5;0;unknown;1932;1960;x
Maurice Martin;830134;U03;1937;1990;1990;1990;2;4;0;0;0;5;0;unknown;1937;1940;x
Eugene Mordant;830135;U03;1940;1990;1990;1990;3;3;0;0;0;5;0;unknown;1940;1959;x
Jean Quilichini;830136;U03;1942;1990;1990;1990;3;3;0;0;0;5;0;unknown;1942;1960;x
Henrich Rinck;830137;U03;1929;1990;1990;1990;3;3;0;0;0;5;0;unknown;1929;1945;x
Raoul Salan;830138;U03;1945;1990;1990;1990;1;6;257;2;0;5;0;7886;1945;1960;x
Charles Turquin;830139;U03;1942;1990;1990;1990;3;3;0;0;0;5;0;unknown;1942;1960;x
Jean Valluy;830140;U03;1946;1990;1990;1990;1;5;0;1;0;5;0;unknown;1946;1990;x
Bernard Verdier;830141;U03;1932;1990;1990;1990;2;3;0;0;0;5;0;unknown;1932;1939;x
