Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;x
Amedeo Duca d'Aosta;6004;U49;1930;1930;1930;1990;0;3;1;1;0;4;0;L6004;1930;1970;x
Carlo de Simone;6058;U49;1939;1940;1990;1990;2;4;128;1;0;5;0;L6058;1939;1970;x
Luigi Frusci;6073;U49;1930;1936;1990;1990;2;4;16777216;1;0;3;0;L6073;1930;1970;x
Guglielmo Nasi;6108;U49;1930;1930;1930;1990;1;3;1;1;0;5;0;L6108;1930;1970;x
Denti Amari di Piraino;6163;U49;1930;1930;1930;1990;1;4;0;0;0;4;1;L6163;1930;1970;x
de Martino;6167;U49;1939;1990;1990;1990;3;3;0;0;0;5;1;L6167;1939;1942;x
Bernasconi;6195;U49;1937;1990;1990;1990;3;3;0;0;0;5;2;L6195;1937;1970;x
Bianchi;6196;U49;1939;1941;1990;1990;2;5;0;1;0;5;2;L6196;1939;1970;x
Biseo;6197;U49;1930;1990;1990;1990;3;3;0;0;0;4;2;L6197;1930;1942;x
Angelo Bergonzi;6300;U49;1930;1939;1950;1990;3;4;268435456;1;0;5;0;unknown;1930;1990;x
Ugo Fongoli;6301;U49;1930;1939;1950;1990;3;4;4194304;1;0;5;0;3725;1930;1990;x
Pietro Gazzera;6302;U49;1926;1935;1939;1960;1;4;536870912;1;0;5;0;3724;1926;1950;x
Giovanni Varda;6303;U49;1926;1935;1939;1960;1;4;16777216;1;0;5;0;unknown;1926;1970;x
Amedeo Liberati;6304;U49;1926;1935;1939;1960;1;4;134217728;1;0;5;0;unknown;1926;1970;x
Cesare Nam;6305;U49;1930;1936;1950;1960;2;4;4194304;1;0;5;0;unknown;1926;1970;x
