Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;x
Galindo S.;1110001;u59;1914;1930;1943;1943;1;4;4;2;0;3;0;3920;1914;1943;x
Saavedra Brito;1110002;u59;1911;1930;1933;1933;1;4;64;1;0;3;0;8342;1911;1933;x
Galán S.;1110003;u59;1911;1930;1930;1964;1;4;33554432;0;0;4;0;7266;1911;1964;x
Sanchez Flores M.;1110004;u59;1911;1930;1930;1930;1;4;1;1;0;4;0;8345;1911;1916;x
Serna C.;1110005;u59;1911;1930;1930;1930;1;4;1;0;0;4;0;unknown;1911;1918;x
Silva M.;1110006;u59;1914;1930;1930;1930;1;4;1;0;0;5;0;7507;1914;1920;x
Vazquez Herrera L.;1110007;u59;1911;1930;1930;1930;1;6;69;2;0;3;0;8357;1911;1917;x
Ortiz Vazquez G.;1110008;u59;1911;1930;1930;1930;1;4;1;1;0;3;0;6533;1911;1920;x
Vergara C.S.;1110009;u59;1911;1930;1940;1940;1;4;64;2;0;4;0;929;1911;1940;x
Rangel M.;1110010;u59;1911;1930;1930;1930;1;4;32;1;0;4;0;8309;1911;1917;x
Mendoza Palma F.;1110011;u59;1911;1930;1930;1940;1;4;16;0;0;4;0;3916;1911;1940;x
Rodriguez M.;1110012;u59;1911;1930;1930;1930;1;4;536870912;2;0;4;0;7281;1914;1917;x
Rodríguez J.;1110013;u59;1911;1930;1930;1930;1;4;4194304;1;0;4;0;7238;1911;1923;x
Robles Avila A.;1110014;u59;1913;1930;1930;1930;1;4;8388608;2;0;3;0;909;1913;1970;x
Salgado J. H. ;1110015;u59;1911;1930;1930;1930;1;4;256;1;0;4;0;7228;1911;1919;x
Reyes Nava V.;1110016;u59;1912;1930;1930;1930;1;4;256;0;0;4;0;8355;1912;1923;x
Reyes Nava M.;1110017;u59;1912;1930;1930;1930;1;4;2097152;0;0;4;0;7280;1912;1927;x
Castillo H.;1110018;u59;1912;1930;1930;1930;1;4;1;2;0;5;0;6614;1912;1917;x
Díaz Encarnación;1110019;u59;1911;1930;1930;1930;1;4;0;1;0;4;0;932;1911;1916;x
Reynoso Díaz L.;1110020;u59;1911;1930;1930;1930;1;3;256;1;0;3;0;7261;1911;1923;x
Ocampo C.;1110021;u59;1910;1930;1930;1930;1;4;512;1;0;4;0;933;1910;1924;x
Ortega Mendoza Z.;1110022;u59;1911;1930;1930;1930;1;4;64;1;0;3;0;931;1911;1925;x
V. Pacheco F.;1110024;u59;1911;1930;1930;1930;1;4;0;2;0;3;0;8318;1911;1916;x
Pantaleón García E.;1110025;u59;1912;1930;1930;1930;1;4;4;2;0;4;0;unknown;1912;1919;x
Palma J.;1110026;u59;1911;1930;1930;1930;1;3;0;0;0;4;0;8319;1911;1920;x
Pazuengo M.;1110027;u59;1914;1930;1930;1930;1;4;0;1;0;4;0;unknown;1915;1916;x
Pliego F.;1110028;u59;1911;1930;1930;1930;1;4;0;0;0;4;0;3917;1911;1914;x
Navarro García J.;1110029;u59;1911;1930;1930;1930;1;5;32;1;0;4;0;8311;1911;1919;x
Caamaño J.;1110030;u59;1911;1930;1930;1930;1;3;0;2;0;4;0;920;1911;1920;x
Flores D.;1110031;u59;1914;1930;1930;1930;2;4;0;0;0;2;0;934;1914;1921;x
Farfán Campos C.;1110032;u59;1911;1930;1930;1930;2;6;20;1;0;5;0;921;1911;1917;x
Cherizola T.;1110033;u59;1914;1930;1930;1930;2;5;268435456;0;0;3;0;unknown;1914;1925;x
Chávez Carrera C.;1110034;u59;1911;1930;1930;1930;2;5;2;1;0;5;0;927;1911;1950;x
Carnalla Sanchéz C.;1110035;u59;1911;1930;1930;1930;1;4;4;2;0;3;0;926;1911;1924;x
Cásares A.;1110036;u59;1911;1930;1930;1930;2;3;4194304;2;0;4;0;unknown;1911;1918;x
Casas Medina P.;1110037;u59;1912;1930;1930;1930;1;4;0;1;0;4;0;8299;1911;1921;x
Castrejón A.;1110038;u59;1912;1930;1930;1930;2;5;268435456;2;0;5;0;928;1912;1940;x
Cazales P.;1110039;u59;1912;1930;1930;1930;1;5;1;0;0;4;0;930;1912;1940;x
Barrios Á.;1110040;u59;1911;1930;1930;1930;3;5;32;2;0;4;0;916;1911;1925;x
Bastida Flores I.;1110041;u59;1911;1930;1930;1930;1;4;0;1;0;4;0;2845;1911;1924;x
Ayaquica Rangel F.;1110042;u59;1911;1930;1930;1930;2;5;0;0;0;5;0;914;1911;1940;x
Magaña Cerda O.;1110043;u59;1911;1930;1930;1930;1;3;16;1;0;4;0;8373;1914;1958;x
Martínez Carmona M.;1110044;u59;1911;1930;1930;1930;1;4;0;0;0;4;0;unknown;1911;1922;x
Mejía M.;1110045;u59;1911;1930;1930;1930;1;4;0;1;0;4;0;8300;1911;1924;x
Mariaca G.;1110046;u59;1911;1930;1930;1930;1;4;536870912;0;0;4;0;3919;1911;1920;x
Palafox M.;1110048;u59;1914;1930;1930;1930;1;2;0;0;0;4;2;7237;1914;1930;x
Burgos S.;1110049;u59;1912;1930;1930;1930;2;5;33554432;1;0;4;0;8343;1912;1926;x
Zapata Emiliano;1110050;u59;1910;1911;1914;1930;2;6;273;3;0;4;0;8369;1910;1919;x
Robles Morales S.M.;1110051;u59;1911;1930;1930;1930;1;1;0;0;50;4;2;8347;1911;1955;x
Sanchez T.;1110052;u59;1911;1930;1930;1930;1;1;0;0;0;4;0;8350;1911;1920;x
Diaz Soto y Gama A.;1110053;u59;1913;1930;1930;1930;1;1;0;0;0;4;0;8370;1913;1928;x
Neri Jiménez;1110054;u59;1914;1914;1930;1930;2;4;0;2;0;3;0;2842;1911;1914;x
Montaño;1110055;u59;1914;1914;1930;1930;2;4;0;2;0;3;0;8372;1911;1917;x
de la O;1110056;u59;1911;1911;1930;1930;2;4;4194304;3;0;3;0;6073;1911;1930;x
Palafox M.;1110057;u59;1914;1930;1930;1930;2;4;0;2;0;3;0;8368;1914;1930;x
Salazar;1110058;u59;1911;1911;1930;1930;2;4;134217732;1;0;3;0;908;1911;1930;x
Zapata Eufemio;1110059;u59;1911;1911;1930;1930;2;4;0;1;0;3;0;8371;1911;1917;x
